item_key,item_label,subject,input_tokens_thinking,input_tokens_no_thinking,visible_output_tokens_thinking,visible_output_tokens_no_thinking,reasoning_tokens_thinking,reasoning_tokens_no_thinking,total_tokens_thinking,total_tokens_no_thinking,delta_total_tokens,cost_usd_thinking,cost_usd_no_thinking,delta_cost_usd,elapsed_seconds_thinking,elapsed_seconds_no_thinking
analysis_3|2026|terzoapp|E2,A3-26-P3-E2,analysis_3,703.0,624.0,3584.0,15633.0,31977.0,0.0,36264.0,16257.0,20007.0,0.010055500000000002,0.004464600000000001,0.005590900000000001,301.151483,112.606424
analysis_3|2026|terzoapp|E3,A3-26-P3-E3,analysis_3,654.0,575.0,2957.0,4220.0,30994.0,0.0,34605.0,4795.0,29810.0,0.00959784,0.0012621000000000002,0.00833574,242.817097,30.923487
physics_2|2025|primoapp|E1,F2-25-P1-E1,physics_2,882.0,803.0,2446.0,3724.0,15271.0,0.0,18599.0,4527.0,14072.0,0.00508424,0.00115514,0.0039291000000000005,150.968396,26.911885
physics_2|2025|primoapp|E2,F2-25-P1-E2,physics_2,904.0,825.0,1774.0,3860.0,14194.0,0.0,16872.0,4685.0,12187.0,0.004597600000000001,0.0011963000000000002,0.003401300000000001,116.397516,28.77153
physics_2|2025|primoapp|E3,F2-25-P1-E3,physics_2,880.0,801.0,1855.0,1769.0,10323.0,0.0,13058.0,2570.0,10488.0,0.0035330400000000003,0.0006074600000000001,0.00292558,93.865139,14.699503
physics_2|2025|quartoapp|E1,F2-25-P4-E1,physics_2,917.0,838.0,1939.0,5293.0,21025.0,0.0,23881.0,6131.0,17750.0,0.006558300000000001,0.0015993600000000002,0.004958940000000001,201.533822,35.595782
physics_2|2025|quartoapp|E2,F2-25-P4-E2,physics_2,1032.0,953.0,2154.0,3600.0,9240.0,0.0,12426.0,4553.0,7873.0,0.0033348,0.0011414200000000002,0.00219338,103.451261,28.565862
physics_2|2025|quartoapp|E3,F2-25-P4-E3,physics_2,1094.0,1015.0,2430.0,6114.0,26275.0,0.0,29799.0,7129.0,22670.0,0.00819056,0.00185402,0.00633654,243.327548,44.483011
physics_2|2025|quintoapp|E1,F2-25-P5-E1,physics_2,922.0,843.0,2326.0,5333.0,17629.0,0.0,20877.0,6176.0,14701.0,0.00571648,0.0016112600000000002,0.00410522,165.609231,34.306234
physics_2|2025|quintoapp|E2,F2-25-P5-E2,physics_2,840.0,761.0,1926.0,4765.0,12219.0,0.0,14985.0,5526.0,9459.0,0.004078200000000001,0.00144074,0.0026374600000000003,126.327812,37.75054
physics_2|2025|quintoapp|E3,F2-25-P5-E3,physics_2,866.0,787.0,1829.0,2626.0,6942.0,0.0,9637.0,3413.0,6224.0,0.00257712,0.00084546,0.0017316599999999999,73.845141,19.777526
physics_2|2025|secondoapp|E1,F2-25-P2-E1,physics_2,853.0,774.0,1951.0,6371.0,21683.0,0.0,24487.0,7145.0,17342.0,0.006736940000000001,0.0018922400000000001,0.004844700000000001,213.134977,50.831074
physics_2|2025|secondoapp|E2,F2-25-P2-E2,physics_2,1087.0,1008.0,2194.0,3163.0,16010.0,0.0,19291.0,4171.0,15120.0,0.005249300000000001,0.0010267600000000003,0.00422254,168.022086,24.916663
physics_2|2025|secondoapp|E3,F2-25-P2-E3,physics_2,758.0,679.0,1965.0,2854.0,13754.0,0.0,16477.0,3533.0,12944.0,0.004507440000000001,0.0008941800000000002,0.0036132600000000005,98.493092,20.67611
physics_2|2025|terzoapp|E1,F2-25-P3-E1,physics_2,882.0,803.0,2498.0,3564.0,17445.0,0.0,20825.0,4367.0,16458.0,0.005707520000000001,0.00111034,0.004597180000000001,179.328066,24.847531
physics_2|2025|terzoapp|E2,F2-25-P3-E2,physics_2,895.0,816.0,3087.0,6252.0,22854.0,0.0,26836.0,7068.0,19768.0,0.00738878,0.0018648000000000002,0.0055239799999999995,224.841487,47.555414
physics_2|2025|terzoapp|E3,F2-25-P3-E3,physics_2,985.0,906.0,1679.0,8034.0,17047.0,0.0,19711.0,8940.0,10771.0,0.00538118,0.0023763600000000005,0.0030048199999999996,168.193408,63.016947
physics_2|2026|primoapp|E1,F2-26-P1-E1,physics_2,770.0,691.0,1896.0,4621.0,21238.0,0.0,23904.0,5312.0,18592.0,0.00658532,0.0013906200000000002,0.0051947,196.712952,38.939312
physics_2|2026|primoapp|E2,F2-26-P1-E2,physics_2,732.0,653.0,1625.0,2060.0,21713.0,0.0,24070.0,2713.0,21357.0,0.006637120000000001,0.0006682200000000001,0.005968900000000001,206.867514,15.635348
physics_2|2026|primoapp|E3,F2-26-P1-E3,physics_2,793.0,714.0,1463.0,2433.0,10389.0,0.0,12645.0,3147.0,9498.0,0.00342958,0.0007812000000000001,0.00264838,116.592467,22.015987
physics_2|2026|quartoapp|E1,F2-26-P4-E1,physics_2,768.0,689.0,2370.0,5478.0,13531.0,0.0,16669.0,6167.0,10502.0,0.0045598,0.0016303000000000001,0.0029295,138.719369,39.209265
physics_2|2026|quartoapp|E2,F2-26-P4-E2,physics_2,794.0,715.0,1422.0,1906.0,13389.0,0.0,15605.0,2621.0,12984.0,0.004258240000000001,0.00063378,0.003624460000000001,142.239791,18.428808
physics_2|2026|quartoapp|E3,F2-26-P4-E3,physics_2,760.0,681.0,2123.0,2857.0,26369.0,0.0,29252.0,3538.0,25714.0,0.00808416,0.0008953,0.00718886,242.665517,23.03254
physics_2|2026|secondoapp|E1,F2-26-P2-E1,physics_2,803.0,724.0,2067.0,2122.0,9403.0,0.0,12273.0,2846.0,9427.0,0.0033240200000000004,0.00069552,0.0026285000000000006,115.444019,16.059037
physics_2|2026|secondoapp|E2,F2-26-P2-E2,physics_2,783.0,704.0,1804.0,2819.0,23669.0,0.0,26256.0,3523.0,22733.0,0.007242060000000001,0.0008878800000000001,0.006354180000000001,256.303831,24.867867
physics_2|2026|secondoapp|E3,F2-26-P2-E3,physics_2,823.0,744.0,1875.0,9086.0,32979.0,0.0,35677.0,9830.0,25847.0,0.00987434,0.00264824,0.007226100000000001,302.083011,89.632948
physics_2|2026|terzoapp|E1,F2-26-P3-E1,physics_2,771.0,692.0,1757.0,2457.0,11552.0,0.0,14080.0,3149.0,10931.0,0.0038344600000000005,0.0007848400000000001,0.0030496200000000003,117.918612,17.254542
physics_2|2026|terzoapp|E2,F2-26-P3-E2,physics_2,844.0,765.0,2498.0,4509.0,18227.0,0.0,21569.0,5274.0,16295.0,0.005921160000000001,0.0013696200000000002,0.004551540000000001,163.841203,31.74561
physics_2|2026|terzoapp|E3,F2-26-P3-E3,physics_2,774.0,695.0,1382.0,2705.0,5497.0,0.0,7653.0,3400.0,4253.0,0.00203448,0.0008547000000000001,0.0011797799999999998,55.887917,20.625619
